Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Vehicle Type,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_with_microwave,Cooking_with_oven,Cooking_with_grill,Cooking_with_airfryer,Cooking_with_stove,Do You Recyle_Plastic,Do You Recyle_Paper,Do You Recyle_Metal,Do You Recyle_Glass,Carbon Footprint (kg/month)
normal,female,vegan,less frequently,coal,walk/bicycle,never,102,very frequently,2185,petrol,large,4,9,8,5,Sometimes,1,0,1,1,1,1,0,0,1,1961.81
normal,female,vegetarian,more frequently,coal,private,never,221,very frequently,3551,electric,small,4,12,2,7,Yes,1,1,0,0,0,0,0,0,1,3032.5
normal,female,pescatarian,daily,natural gas,private,often,315,never,343,lpg,medium,1,3,0,3,No,0,1,0,0,0,0,1,0,1,458.12
underweight,female,vegetarian,more frequently,wood,private,never,57,frequently,2383,electric,extra large,5,4,5,12,No,0,1,0,0,0,0,1,1,0,2067.05
overweight,male,vegan,less frequently,coal,public,sometimes,194,very frequently,2569,None,small,9,12,8,3,No,1,0,0,0,1,1,0,1,1,2327.42
underweight,male,pescatarian,less frequently,wood,public,sometimes,247,very frequently,3425,lpg,medium,4,9,0,12,No,1,1,0,1,0,1,1,0,1,2956.43
underweight,female,omnivore,less frequently,electricity,private,never,300,frequently,3943,None,extra large,3,7,6,11,Yes,0,0,1,0,0,0,0,0,1,3385.4
underweight,male,vegetarian,more frequently,coal,walk/bicycle,sometimes,184,never,4625,petrol,small,6,4,2,9,Yes,0,0,0,1,0,0,0,0,1,3909.14
normal,male,vegan,twice a day,natural gas,public,sometimes,174,rarely,2485,diesel,medium,0,8,3,6,No,1,0,1,0,1,1,1,0,1,2151.36
underweight,female,pescatarian,twice a day,natural gas,private,sometimes,368,rarely,4446,diesel,extra large,9,12,3,11,Yes,1,0,0,1,0,0,1,1,0,3845.15
overweight,male,vegan,daily,electricity,public,sometimes,400,frequently,2619,diesel,large,7,7,0,3,Sometimes,0,0,0,0,0,1,1,1,1,2311.66
underweight,male,vegetarian,more frequently,coal,walk/bicycle,never,470,frequently,2385,petrol,extra large,1,9,6,10,No,1,0,1,1,1,0,0,1,0,2164.02
obese,female,vegan,more frequently,electricity,walk/bicycle,sometimes,117,rarely,4236,electric,large,6,8,5,3,Yes,0,1,0,0,0,1,0,0,0,3601.97
normal,female,vegan,more frequently,natural gas,walk/bicycle,often,113,rarely,3300,lpg,small,1,11,1,0,Sometimes,1,1,0,0,0,0,1,1,0,2756.22
obese,female,omnivore,less frequently,natural gas,walk/bicycle,often,303,never,1162,electric,small,3,6,2,5,Sometimes,1,1,0,0,0,1,0,0,0,1092.78
overweight,male,vegan,more frequently,wood,private,often,312,rarely,4354,petrol,small,9,8,1,4,Sometimes,0,0,0,0,1,1,0,0,0,3770.58
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,never,449,never,911,None,large,9,12,6,2,Sometimes,1,1,0,0,0,1,1,0,0,1063.81
overweight,male,pescatarian,daily,natural gas,private,sometimes,405,very frequently,1848,electric,large,4,4,3,9,Yes,1,0,0,1,0,0,0,1,0,1738.39
overweight,female,omnivore,twice a day,coal,walk/bicycle,never,276,frequently,4325,hybrid,extra large,10,2,6,10,Yes,0,1,1,0,0,1,1,0,1,3770.14
underweight,female,pescatarian,more frequently,coal,private,sometimes,319,very frequently,1548,lpg,medium,9,3,4,5,Sometimes,0,0,1,0,1,0,1,1,0,1536.81
normal,female,vegan,daily,natural gas,walk/bicycle,sometimes,299,frequently,1584,petrol,large,6,1,4,8,No,0,1,1,1,0,1,1,0,0,1509.06
overweight,female,vegan,daily,electricity,private,sometimes,213,very frequently,359,hybrid,small,6,1,9,12,Yes,0,1,0,1,1,1,0,0,0,532.04
obese,male,pescatarian,more frequently,electricity,public,sometimes,422,never,2695,electric,large,1,1,0,2,Sometimes,0,1,0,0,1,0,1,0,0,2338.02
overweight,male,vegetarian,more frequently,coal,private,sometimes,378,frequently,681,diesel,medium,5,10,1,4,No,0,1,0,1,1,0,0,0,0,784.04
normal,female,vegan,twice a day,natural gas,private,never,316,very frequently,631,electric,extra large,8,1,0,3,Sometimes,0,1,0,1,1,0,1,1,1,757.17
obese,male,pescatarian,twice a day,coal,walk/bicycle,never,433,frequently,2126,petrol,medium,1,0,3,1,Yes,0,0,1,1,0,0,1,0,1,1874.96
obese,female,vegan,less frequently,electricity,walk/bicycle,often,434,never,4414,None,small,3,3,0,1,No,1,1,0,1,0,0,0,1,1,3771.64
obese,female,vegan,less frequently,natural gas,public,never,314,rarely,454,diesel,small,10,4,1,2,No,0,1,1,1,0,1,1,1,0,674.71
underweight,male,omnivore,less frequently,coal,walk/bicycle,often,74,very frequently,3900,electric,large,7,6,6,10,No,1,0,1,1,0,0,1,1,1,3296.17
overweight,male,pescatarian,more frequently,natural gas,private,often,153,frequently,944,petrol,small,10,5,4,0,Yes,1,0,1,0,0,0,0,1,1,967.09
underweight,female,vegan,more frequently,wood,walk/bicycle,sometimes,320,rarely,3325,hybrid,large,6,1,10,8,Yes,1,1,1,1,0,1,1,1,0,2910.85
obese,female,vegetarian,less frequently,coal,walk/bicycle,never,302,rarely,786,hybrid,small,6,6,2,1,Sometimes,1,1,0,0,0,0,0,1,0,842.79
underweight,female,pescatarian,less frequently,coal,private,never,107,frequently,3128,diesel,small,6,11,8,12,Sometimes,1,0,0,0,0,0,0,1,0,2740.05
underweight,male,vegetarian,twice a day,wood,public,sometimes,73,rarely,3134,electric,extra large,1,4,9,2,Sometimes,0,0,1,0,1,0,0,1,0,2652.65
underweight,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,121,frequently,1020,hybrid,small,10,12,10,2,Yes,1,0,1,1,0,0,1,1,1,1091.55
overweight,female,vegetarian,less frequently,coal,walk/bicycle,often,421,frequently,1473,None,medium,3,0,1,6,Yes,1,1,1,0,1,1,0,0,0,1430.15
obese,female,vegetarian,daily,coal,private,never,142,never,4501,electric,small,0,0,0,11,Yes,1,0,0,0,1,1,0,1,0,3717.0
obese,female,pescatarian,less frequently,electricity,public,never,176,frequently,4650,hybrid,small,0,4,4,4,No,1,1,1,0,1,1,0,0,0,3892.42
overweight,female,omnivore,daily,natural gas,public,often,223,very frequently,3860,petrol,small,7,1,3,2,No,1,0,1,1,0,1,0,1,0,3306.07
underweight,female,omnivore,less frequently,wood,walk/bicycle,often,67,never,2074,diesel,extra large,8,7,4,2,Sometimes,0,1,0,0,1,0,1,0,0,1840.14
underweight,male,pescatarian,daily,electricity,private,often,112,never,1271,diesel,small,6,2,10,5,Yes,1,1,0,0,0,1,0,1,0,1231.04
normal,female,vegan,less frequently,natural gas,walk/bicycle,sometimes,160,never,3968,None,extra large,2,2,10,12,Yes,1,0,1,1,1,0,0,1,0,3348.48
normal,female,pescatarian,twice a day,wood,private,often,201,never,3010,lpg,small,0,9,9,10,Yes,1,0,1,1,1,0,0,0,1,2600.8
normal,male,pescatarian,more frequently,natural gas,private,often,389,very frequently,1205,hybrid,large,6,12,8,4,Yes,0,0,0,1,1,1,1,0,0,1258.77
overweight,male,vegan,daily,coal,walk/bicycle,sometimes,208,very frequently,1804,hybrid,medium,2,9,9,8,No,1,1,1,1,1,0,1,0,0,1650.76
obese,female,pescatarian,more frequently,wood,private,often,471,never,2322,lpg,large,4,7,1,12,No,1,1,0,1,0,0,1,1,1,2176.38
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,often,288,rarely,4958,electric,large,2,10,8,3,Sometimes,0,0,1,0,0,1,1,0,0,4199.56
obese,female,vegan,less frequently,wood,public,never,287,very frequently,3020,diesel,small,10,12,7,9,Sometimes,0,1,1,0,0,0,1,1,0,2768.07
obese,male,vegan,less frequently,natural gas,public,often,348,very frequently,4723,diesel,large,5,0,10,12,Yes,1,0,0,0,1,0,0,1,0,4056.61
obese,male,omnivore,twice a day,natural gas,walk/bicycle,often,57,never,1117,diesel,small,0,0,10,11,Sometimes,0,1,1,1,1,1,1,0,0,1017.78
overweight,female,vegetarian,more frequently,coal,public,sometimes,273,very frequently,2253,petrol,large,4,10,2,11,Yes,0,0,1,1,0,1,1,0,1,2050.16
overweight,male,vegetarian,more frequently,electricity,public,often,249,never,2661,electric,large,0,6,4,6,Yes,0,1,0,1,0,0,1,0,1,2278.31
overweight,female,omnivore,more frequently,wood,public,never,182,rarely,1892,None,large,5,0,8,5,Yes,0,1,0,0,1,1,1,0,0,1725.94
overweight,male,omnivore,more frequently,coal,public,never,385,never,1069,lpg,small,1,6,4,2,Sometimes,1,0,1,0,0,1,1,1,1,1063.97
normal,female,vegetarian,daily,wood,private,sometimes,76,rarely,2651,diesel,extra large,6,9,0,11,No,0,0,1,0,0,1,0,0,1,2263.02
underweight,male,omnivore,more frequently,electricity,walk/bicycle,never,431,very frequently,3260,hybrid,medium,7,11,7,7,Sometimes,0,0,0,0,1,0,1,1,1,2929.12
underweight,female,pescatarian,daily,coal,walk/bicycle,sometimes,240,rarely,1555,hybrid,medium,3,3,8,11,Yes,1,0,1,1,0,1,0,1,0,1465.15
underweight,female,omnivore,twice a day,electricity,public,never,280,never,3530,electric,medium,9,7,1,0,Sometimes,1,1,1,1,1,1,0,1,0,3060.22
normal,female,omnivore,less frequently,coal,walk/bicycle,never,242,frequently,1724,petrol,medium,7,0,9,9,Sometimes,0,0,0,1,0,0,1,1,1,1638.83
underweight,female,omnivore,daily,coal,walk/bicycle,often,112,very frequently,26,lpg,small,5,9,6,6,Sometimes,1,1,1,0,0,0,1,0,1,216.3
normal,male,omnivore,more frequently,coal,walk/bicycle,sometimes,438,frequently,2296,None,large,10,8,9,8,No,1,0,1,1,0,0,1,1,0,2193.07
normal,female,vegetarian,less frequently,coal,private,often,372,never,1948,diesel,extra large,10,8,2,6,No,0,0,0,0,1,1,1,0,1,1853.99
normal,male,vegan,daily,natural gas,public,sometimes,101,frequently,4932,lpg,extra large,6,5,1,9,No,0,1,0,0,1,0,1,1,1,4090.12
underweight,male,vegetarian,less frequently,wood,walk/bicycle,often,386,very frequently,1774,None,small,5,12,9,0,No,0,0,1,1,1,1,0,1,0,1690.83
obese,female,vegetarian,twice a day,natural gas,private,never,132,never,3120,lpg,extra large,8,1,1,9,No,1,1,1,0,1,1,0,1,0,2698.76
underweight,female,vegan,more frequently,natural gas,public,often,437,never,130,None,medium,7,5,1,0,Sometimes,0,1,0,0,1,0,1,1,0,382.4
underweight,male,vegetarian,twice a day,natural gas,private,never,382,rarely,1988,None,small,7,10,9,12,Sometimes,0,1,1,1,0,1,0,0,0,1924.74
overweight,male,pescatarian,less frequently,coal,private,sometimes,484,never,2999,hybrid,small,0,9,0,9,Sometimes,0,1,0,0,0,1,0,0,1,2613.17
normal,male,vegan,twice a day,coal,private,sometimes,291,never,1205,petrol,small,8,9,9,5,Sometimes,1,1,0,0,0,1,1,1,1,1234.92
obese,female,pescatarian,more frequently,electricity,walk/bicycle,never,220,frequently,1159,diesel,medium,5,7,6,12,Sometimes,1,1,1,1,0,0,0,1,0,1153.61
overweight,female,vegetarian,daily,wood,public,often,232,rarely,4832,hybrid,large,9,8,1,6,Sometimes,0,1,0,1,1,0,1,0,1,4108.78
obese,male,vegetarian,twice a day,electricity,public,never,346,rarely,4045,hybrid,large,8,4,8,10,Yes,1,1,1,0,0,1,1,1,1,3544.13
obese,male,vegan,more frequently,electricity,walk/bicycle,often,208,frequently,2473,None,large,7,12,7,5,No,1,1,1,1,0,1,1,1,0,2225.98
normal,male,vegetarian,less frequently,wood,public,never,340,never,4766,hybrid,small,9,8,6,11,Yes,0,0,1,0,1,0,1,0,0,4121.29
underweight,female,omnivore,twice a day,wood,public,never,257,very frequently,2368,hybrid,large,10,4,4,6,Yes,0,1,0,0,0,0,1,0,1,2210.27
normal,male,pescatarian,daily,electricity,private,sometimes,362,rarely,2418,lpg,large,4,1,5,10,No,0,0,1,1,0,0,1,1,0,2204.71
normal,male,pescatarian,twice a day,electricity,walk/bicycle,often,457,rarely,486,petrol,medium,5,10,5,7,No,1,0,0,0,0,1,1,1,0,716.88
overweight,male,omnivore,less frequently,electricity,private,often,358,very frequently,4846,lpg,small,0,2,7,12,Yes,0,1,1,1,0,1,0,0,0,4101.65
normal,male,vegan,less frequently,coal,public,never,335,very frequently,4925,petrol,extra large,9,2,2,11,Yes,1,0,0,0,1,0,0,0,0,4240.66
underweight,female,vegan,less frequently,wood,public,often,428,frequently,3081,petrol,small,1,12,10,5,Yes,0,1,1,1,0,1,1,1,0,2726.32
obese,male,omnivore,twice a day,wood,walk/bicycle,never,301,rarely,2021,None,medium,10,3,3,9,Sometimes,1,0,1,0,0,1,1,0,1,1873.41
normal,female,omnivore,twice a day,natural gas,private,never,258,never,4941,diesel,large,6,5,0,2,Yes,1,0,1,1,0,1,0,1,1,4152.87
obese,female,pescatarian,twice a day,coal,private,often,254,frequently,3736,lpg,medium,9,8,7,2,No,1,1,1,1,0,0,0,1,0,3281.2
normal,male,omnivore,daily,coal,private,often,407,very frequently,4529,electric,medium,2,5,8,12,No,0,1,0,0,1,1,1,1,0,3852.8
obese,female,omnivore,more frequently,wood,walk/bicycle,never,298,never,2364,None,extra large,3,6,9,12,No,1,0,0,1,0,0,1,0,1,2123.77
normal,male,omnivore,twice a day,coal,private,often,440,very frequently,2596,petrol,small,8,3,8,4,Yes,0,1,1,0,0,1,1,0,1,2390.71
overweight,male,vegetarian,daily,electricity,private,often,442,very frequently,4009,electric,extra large,7,5,6,3,Yes,0,0,1,1,0,1,1,0,1,3500.12
obese,male,omnivore,less frequently,wood,public,often,198,rarely,340,hybrid,small,7,0,10,6,Yes,0,0,1,0,0,1,0,0,0,521.42
normal,male,vegetarian,twice a day,wood,public,often,207,frequently,3572,petrol,extra large,4,3,2,11,No,1,0,1,1,0,1,1,1,1,3117.38
normal,male,pescatarian,twice a day,coal,private,sometimes,150,never,4094,petrol,large,2,7,1,11,Sometimes,1,0,0,0,1,1,1,0,0,3451.69
overweight,female,pescatarian,twice a day,wood,private,sometimes,327,rarely,4575,None,extra large,4,8,7,6,Sometimes,1,0,0,1,1,0,0,1,1,3927.85
overweight,female,vegan,daily,coal,public,never,480,never,1213,lpg,extra large,10,2,1,6,Sometimes,0,1,0,0,1,0,1,1,0,1297.45
overweight,male,pescatarian,twice a day,coal,walk/bicycle,never,367,never,645,petrol,extra large,4,2,8,8,No,1,1,1,1,1,0,1,0,1,746.06
obese,female,vegan,twice a day,coal,public,sometimes,336,frequently,4038,electric,medium,6,7,0,1,Yes,0,0,1,1,1,1,0,1,1,3469.93
obese,male,vegetarian,more frequently,electricity,private,never,437,never,1074,petrol,large,7,1,7,5,Sometimes,1,0,1,1,1,1,0,0,0,1168.83
overweight,female,omnivore,daily,coal,walk/bicycle,sometimes,315,rarely,2446,diesel,large,2,11,7,3,No,0,0,0,0,1,0,1,1,0,2201.78
underweight,female,pescatarian,more frequently,coal,private,never,335,rarely,2797,diesel,medium,0,0,4,10,Sometimes,1,0,0,1,1,1,0,0,1,2435.24
underweight,male,omnivore,more frequently,natural gas,private,often,271,rarely,3147,lpg,medium,7,10,8,9,Yes,1,1,0,0,0,0,1,1,1,2824.96
normal,female,vegan,more frequently,natural gas,private,often,440,rarely,252,diesel,medium,1,8,0,5,Sometimes,1,1,0,1,0,1,0,1,0,453.1
underweight,female,vegetarian,more frequently,electricity,walk/bicycle,sometimes,192,never,1745,petrol,medium,6,5,1,2,Sometimes,1,0,0,1,0,1,0,0,0,1619.17
normal,female,pescatarian,less frequently,electricity,private,sometimes,452,rarely,4760,diesel,medium,9,2,3,1,Yes,0,0,1,0,0,0,0,0,1,4096.8
obese,male,omnivore,twice a day,coal,walk/bicycle,sometimes,123,frequently,340,None,large,6,7,10,3,No,1,0,1,1,0,1,0,1,0,457.49
obese,female,vegan,more frequently,natural gas,public,sometimes,216,never,2582,hybrid,extra large,9,0,10,6,No,0,0,0,1,0,0,1,0,1,2370.99
underweight,female,omnivore,daily,electricity,walk/bicycle,often,396,frequently,1981,lpg,extra large,10,3,5,5,Sometimes,0,1,0,1,1,0,0,0,0,1874.1
obese,female,pescatarian,twice a day,wood,private,often,308,rarely,2364,None,extra large,2,8,10,3,Yes,0,1,1,0,1,0,0,0,1,2126.76
overweight,female,omnivore,more frequently,wood,private,sometimes,148,frequently,1143,petrol,small,6,2,0,0,No,1,0,0,1,1,0,1,0,1,1101.75
overweight,female,vegetarian,more frequently,coal,public,sometimes,101,very frequently,2026,diesel,extra large,5,0,4,12,Sometimes,0,1,1,1,1,0,1,1,1,1796.87
underweight,female,pescatarian,daily,natural gas,public,never,429,rarely,4252,hybrid,large,10,6,4,3,Yes,0,0,0,0,0,1,0,0,0,3743.85
underweight,female,vegan,less frequently,wood,public,often,259,never,3644,diesel,medium,3,10,2,10,Yes,0,1,0,1,1,1,0,0,1,3088.0
normal,female,pescatarian,daily,natural gas,walk/bicycle,often,393,frequently,2739,diesel,small,3,6,5,2,Yes,0,1,1,1,0,1,1,1,1,2426.34
obese,female,vegan,less frequently,electricity,walk/bicycle,sometimes,318,never,3217,diesel,small,4,6,9,12,Sometimes,0,1,1,0,1,0,1,1,0,2818.4
normal,male,vegan,less frequently,natural gas,walk/bicycle,never,93,rarely,2091,petrol,small,6,7,1,12,Yes,1,1,1,1,0,0,1,1,1,1875.37
normal,female,pescatarian,less frequently,coal,walk/bicycle,often,299,never,2227,lpg,large,4,5,0,2,No,0,1,1,1,0,1,1,0,1,2017.57
overweight,female,vegan,more frequently,natural gas,public,never,66,frequently,1994,hybrid,small,0,9,0,3,No,1,1,1,0,1,1,0,0,1,1681.72
overweight,female,pescatarian,more frequently,wood,private,never,380,frequently,44,lpg,small,6,12,7,4,No,0,0,1,0,1,1,0,1,0,305.37
overweight,female,vegetarian,less frequently,natural gas,private,often,194,very frequently,2979,None,medium,2,12,8,11,Yes,1,0,0,1,1,1,0,0,1,2585.96
overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,often,357,very frequently,2887,lpg,large,10,11,0,8,Yes,0,0,0,1,1,0,0,0,1,2603.91
normal,male,omnivore,more frequently,natural gas,public,never,226,frequently,1219,electric,large,3,6,9,10,No,1,1,0,0,1,1,1,1,1,1185.21
overweight,male,vegetarian,less frequently,electricity,public,never,388,very frequently,4695,hybrid,small,1,10,4,10,Sometimes,1,1,0,0,1,0,1,0,0,3966.49
obese,male,vegan,more frequently,coal,public,often,120,rarely,1153,petrol,small,6,11,4,10,Yes,0,1,1,1,1,1,0,1,1,1102.08
overweight,male,omnivore,less frequently,wood,private,sometimes,452,frequently,3993,petrol,extra large,3,11,10,8,No,0,0,0,1,1,1,0,0,0,3500.64
overweight,female,omnivore,more frequently,wood,private,never,429,frequently,3922,None,extra large,1,6,1,7,Sometimes,0,1,1,1,0,1,0,1,0,3315.44
overweight,female,pescatarian,daily,natural gas,walk/bicycle,often,339,frequently,3033,electric,large,9,8,9,10,Sometimes,1,0,0,1,1,0,0,1,0,2725.97
underweight,female,omnivore,less frequently,natural gas,private,never,270,never,958,electric,small,7,12,3,0,Sometimes,1,0,1,0,1,0,1,1,1,1031.34
obese,male,pescatarian,less frequently,electricity,public,often,207,rarely,1595,electric,large,6,6,8,2,Yes,1,1,0,1,1,0,1,1,1,1499.65
obese,male,omnivore,daily,coal,private,never,155,rarely,2362,electric,large,1,3,4,8,No,0,0,1,1,0,1,0,1,1,2008.48
normal,male,vegetarian,twice a day,wood,private,never,78,rarely,2024,petrol,small,0,2,10,8,No,0,0,0,0,1,1,1,1,1,1789.95
normal,male,pescatarian,less frequently,coal,private,sometimes,225,rarely,2301,petrol,medium,1,10,8,5,Yes,0,0,1,0,0,1,0,0,1,2051.59
overweight,female,vegan,twice a day,wood,walk/bicycle,never,441,frequently,3487,diesel,medium,8,1,2,10,Yes,1,0,0,0,1,0,0,1,1,3076.52
underweight,female,omnivore,daily,natural gas,private,never,117,very frequently,2479,None,medium,6,12,5,7,No,1,1,0,1,0,1,0,1,0,2191.12
normal,male,vegetarian,less frequently,electricity,walk/bicycle,never,141,rarely,1848,lpg,medium,9,3,9,5,No,1,0,0,1,1,1,1,1,1,1737.27
normal,female,vegetarian,twice a day,electricity,private,often,357,rarely,3303,lpg,large,1,5,0,8,No,0,0,1,0,0,0,1,0,1,2818.9
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,often,124,very frequently,4594,None,medium,9,1,10,5,No,0,1,0,1,0,0,0,0,0,3905.97
overweight,male,pescatarian,less frequently,natural gas,public,often,387,frequently,4215,lpg,medium,8,10,8,9,Yes,0,1,1,0,0,0,1,1,0,3709.68
normal,male,pescatarian,more frequently,natural gas,public,often,134,frequently,4769,lpg,large,4,4,1,6,Yes,0,1,0,0,1,0,1,1,0,3952.87
normal,male,vegan,twice a day,coal,public,never,416,frequently,3027,petrol,medium,4,2,9,8,No,0,1,1,1,1,0,1,1,0,2714.31
obese,female,vegan,more frequently,natural gas,walk/bicycle,sometimes,107,frequently,3798,petrol,small,4,11,10,0,Yes,0,1,1,0,0,1,0,1,1,3270.72
underweight,female,vegan,more frequently,coal,public,never,110,very frequently,4699,electric,medium,7,8,0,3,Yes,0,0,1,0,0,0,1,0,0,3972.78
obese,male,omnivore,twice a day,natural gas,walk/bicycle,never,473,never,3123,None,medium,10,12,6,9,Yes,1,1,0,0,0,1,1,0,1,2838.39
normal,male,vegan,twice a day,electricity,walk/bicycle,sometimes,145,very frequently,3665,petrol,medium,7,6,1,11,Sometimes,0,0,1,0,1,1,1,1,0,3142.52
obese,female,pescatarian,more frequently,coal,walk/bicycle,sometimes,322,rarely,3444,petrol,small,0,1,5,12,Yes,1,1,0,1,0,0,0,1,0,2978.93
obese,female,vegetarian,less frequently,electricity,public,sometimes,275,frequently,3255,None,small,5,1,9,5,Yes,0,1,0,1,1,1,0,0,0,2848.1
normal,male,vegetarian,less frequently,natural gas,walk/bicycle,sometimes,386,rarely,1532,diesel,small,7,8,10,1,Yes,1,0,0,0,0,1,1,0,1,1532.41
overweight,male,pescatarian,daily,natural gas,private,sometimes,64,never,4397,hybrid,small,6,9,5,7,No,0,0,0,0,0,1,0,0,0,3718.56
normal,male,vegan,less frequently,wood,public,sometimes,261,frequently,3110,electric,large,8,0,9,11,No,0,1,0,1,0,0,0,1,1,2763.7
overweight,male,vegan,twice a day,coal,private,often,408,never,2598,electric,medium,3,7,3,12,No,1,1,1,0,1,1,0,1,0,2358.01
normal,male,pescatarian,twice a day,coal,public,sometimes,444,rarely,3000,diesel,medium,5,5,4,0,No,1,1,0,1,1,0,0,1,1,2629.5
normal,female,vegetarian,daily,coal,walk/bicycle,sometimes,388,very frequently,4953,hybrid,extra large,6,12,4,11,No,1,1,0,0,0,1,0,1,1,4219.28
normal,female,omnivore,twice a day,coal,walk/bicycle,sometimes,401,never,3290,petrol,small,4,3,5,1,Yes,1,1,0,1,1,0,0,0,0,2889.36
underweight,male,vegetarian,more frequently,electricity,walk/bicycle,sometimes,375,very frequently,4286,electric,small,6,5,6,2,No,1,1,0,0,1,1,1,0,1,3699.17
overweight,male,vegan,daily,coal,public,sometimes,387,rarely,3962,hybrid,medium,9,6,2,11,Yes,1,1,0,0,0,1,0,1,1,3485.35
underweight,male,vegetarian,daily,electricity,public,often,426,rarely,1914,None,medium,10,11,3,7,No,0,0,0,1,0,0,0,0,0,1864.88
normal,male,vegan,less frequently,natural gas,walk/bicycle,often,225,rarely,398,lpg,medium,2,5,1,10,No,1,0,0,1,1,1,0,1,1,487.87
obese,female,vegetarian,less frequently,electricity,public,often,318,rarely,4975,electric,small,3,12,1,4,Sometimes,0,1,0,1,1,0,1,0,1,4172.11
underweight,female,pescatarian,more frequently,coal,private,never,168,rarely,3980,hybrid,small,7,5,1,6,No,0,1,0,0,1,0,0,0,0,3381.63
overweight,male,vegan,more frequently,electricity,walk/bicycle,sometimes,203,frequently,85,lpg,large,9,1,0,9,Yes,1,1,0,1,0,0,1,0,1,307.81
normal,female,omnivore,less frequently,coal,private,often,57,frequently,4066,lpg,extra large,1,8,10,8,Yes,0,1,0,0,1,0,0,0,1,3393.86
underweight,male,omnivore,less frequently,electricity,private,sometimes,331,very frequently,2710,None,large,5,12,10,6,Yes,1,1,0,0,0,1,1,0,0,2461.35
obese,male,pescatarian,more frequently,wood,public,sometimes,418,never,1598,petrol,large,8,4,1,5,Sometimes,1,0,1,0,1,0,0,0,0,1525.42
underweight,female,vegetarian,less frequently,coal,private,often,447,never,2759,None,large,7,11,7,8,Yes,0,1,1,0,0,0,0,1,1,2526.81
overweight,male,pescatarian,daily,electricity,walk/bicycle,often,295,frequently,4036,hybrid,medium,9,12,2,12,Yes,1,1,1,0,1,1,0,0,0,3552.38
underweight,female,pescatarian,more frequently,coal,private,sometimes,474,rarely,3750,electric,large,6,7,2,5,Yes,1,0,1,0,0,0,1,0,1,3281.12
obese,male,omnivore,less frequently,natural gas,public,sometimes,183,rarely,2814,electric,large,10,10,6,3,Yes,1,1,0,0,0,0,0,0,1,2513.91
obese,male,omnivore,twice a day,electricity,public,never,193,frequently,866,hybrid,extra large,6,12,7,7,Sometimes,1,1,1,0,0,0,1,1,0,909.83
overweight,male,vegan,twice a day,electricity,walk/bicycle,often,276,rarely,693,diesel,large,7,8,0,11,No,1,1,0,0,1,0,1,0,0,775.82
obese,male,vegan,more frequently,wood,walk/bicycle,sometimes,83,never,3405,diesel,large,10,4,5,5,No,0,1,1,0,1,0,0,1,1,2932.35
normal,female,vegan,twice a day,coal,walk/bicycle,never,345,rarely,3986,petrol,small,1,8,3,2,Yes,0,0,0,1,0,0,0,1,0,3423.32
obese,male,pescatarian,twice a day,electricity,walk/bicycle,sometimes,189,rarely,4041,petrol,small,7,6,3,2,No,0,0,1,0,1,0,0,1,1,3452.95
normal,female,pescatarian,daily,wood,walk/bicycle,often,434,never,3469,None,extra large,4,6,9,2,Sometimes,0,0,0,0,0,0,1,0,0,3048.79
underweight,female,vegan,more frequently,wood,private,sometimes,334,never,3794,diesel,medium,7,3,1,6,Yes,1,0,0,1,1,1,1,0,1,3280.24
normal,male,omnivore,twice a day,wood,private,often,258,frequently,3820,None,extra large,7,2,3,6,No,1,1,0,1,1,1,1,1,1,3253.56
normal,female,omnivore,less frequently,coal,public,never,131,rarely,3968,lpg,small,7,6,0,2,Yes,0,1,1,1,1,1,1,1,0,3380.96
underweight,male,vegetarian,more frequently,coal,private,sometimes,482,very frequently,1430,None,medium,1,2,5,0,Yes,1,1,1,1,1,1,1,0,1,1389.94
obese,female,vegan,more frequently,electricity,walk/bicycle,often,297,never,4492,lpg,large,8,11,4,5,Yes,0,1,0,1,0,0,0,1,1,3871.95
normal,female,pescatarian,twice a day,coal,walk/bicycle,never,449,never,4523,diesel,large,4,7,3,5,No,0,1,1,1,0,0,1,1,1,3897.57
obese,male,vegetarian,twice a day,coal,public,never,404,never,738,electric,large,0,7,7,1,Yes,0,1,1,1,1,0,1,1,1,845.86
underweight,male,vegetarian,daily,natural gas,walk/bicycle,often,186,never,3998,diesel,extra large,6,9,0,1,Yes,1,1,1,0,1,0,0,0,0,3377.09
overweight,female,vegetarian,less frequently,coal,public,sometimes,492,never,3488,electric,large,2,0,1,8,Sometimes,0,0,0,0,1,1,0,0,0,3005.09
obese,male,vegan,daily,natural gas,private,often,413,never,4876,None,small,6,10,0,10,No,1,1,1,1,0,1,1,0,1,4163.83
obese,male,vegan,daily,electricity,private,never,344,frequently,4833,electric,small,9,8,7,9,Yes,1,1,1,1,0,1,0,1,0,4172.72
overweight,female,vegan,less frequently,wood,private,often,471,rarely,4114,lpg,small,0,0,0,3,Sometimes,1,0,1,0,1,1,1,1,1,3515.11
