Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,CarbonEmission,"['Grill', 'Airfryer']","['Microwave', 'Grill', 'Airfryer']",['Microwave'],"['Oven', 'Grill', 'Airfryer']","['Oven', 'Microwave', 'Grill', 'Airfryer']","['Oven', 'Microwave']",['Oven'],"['Stove', 'Grill', 'Airfryer']","['Stove', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Microwave']","['Stove', 'Oven', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave']","['Stove', 'Oven']",['Stove'],[]
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,,never,132,rarely,15,small,7,8,48,1,Sometimes,"['Paper', 'Glass']",1278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,male,vegan,more frequently,electricity,walk/bicycle,,sometimes,235,rarely,92,extra large,3,12,37,12,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,vegan,less frequently,coal,walk/bicycle,,often,285,frequently,78,extra large,3,20,18,8,No,"['Paper', 'Glass']",2516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,omnivore,daily,coal,private,petrol,sometimes,108,frequently,6109,medium,6,4,44,3,Sometimes,['Plastic'],4717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,pescatarian,less frequently,natural gas,public,,often,149,rarely,99,extra large,3,22,22,13,Sometimes,"['Paper', 'Glass', 'Metal']",1505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,daily,coal,private,electric,often,66,never,670,extra large,2,21,32,21,Sometimes,['Glass'],2026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,more frequently,coal,walk/bicycle,,never,234,rarely,81,large,2,18,7,14,Yes,['Metal'],1652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,coal,private,diesel,sometimes,82,very frequently,5916,extra large,6,1,48,19,Sometimes,"['Plastic', 'Metal']",4374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,daily,wood,private,lpg,sometimes,174,rarely,3091,small,3,11,34,24,No,"['Paper', 'Plastic', 'Metal']",2175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,electricity,public,,often,271,rarely,1158,large,1,1,28,14,Sometimes,['Plastic'],1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
overweight,male,vegetarian,daily,wood,private,diesel,sometimes,245,very frequently,6488,small,6,22,40,0,Yes,"['Paper', 'Metal']",4859,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,never,231,frequently,88,small,5,0,16,11,Sometimes,"['Paper', 'Glass', 'Metal']",1722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,,never,65,frequently,92,large,5,4,30,18,No,"['Paper', 'Glass']",2309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,222,never,78,extra large,7,0,9,22,Sometimes,"['Paper', 'Glass']",1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,daily,wood,public,,often,133,never,1182,extra large,1,13,29,18,Sometimes,['Plastic'],1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
overweight,female,vegan,twice a day,natural gas,private,hybrid,often,219,very frequently,7385,medium,6,20,38,10,No,"['Paper', 'Glass', 'Metal']",3887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,pescatarian,daily,coal,walk/bicycle,,sometimes,166,rarely,28,extra large,7,10,5,11,No,"['Paper', 'Plastic']",2040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,85,frequently,15,extra large,5,14,18,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",1760,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,male,omnivore,twice a day,coal,public,,sometimes,236,never,1131,extra large,7,20,47,11,Sometimes,"['Paper', 'Plastic', 'Glass']",3250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,female,omnivore,less frequently,wood,private,diesel,never,122,very frequently,2003,large,2,14,32,0,Sometimes,['Metal'],2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
overweight,male,omnivore,daily,electricity,public,,never,196,very frequently,179,small,7,16,6,2,Yes,"['Paper', 'Plastic']",2199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,twice a day,wood,walk/bicycle,,sometimes,174,very frequently,11,extra large,4,19,12,21,No,"['Glass', 'Metal']",2335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,daily,electricity,walk/bicycle,,sometimes,141,never,13,extra large,6,2,34,19,Sometimes,['Glass'],1921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,male,omnivore,twice a day,natural gas,public,,often,260,rarely,1145,small,3,19,0,16,No,"['Glass', 'Metal']",1615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,daily,coal,public,,never,191,rarely,776,small,1,9,17,17,No,[],1710,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,twice a day,electricity,public,,never,185,never,462,extra large,1,14,2,9,No,"['Plastic', 'Metal']",611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,235,frequently,97,small,5,18,0,6,Sometimes,"['Glass', 'Metal']",1368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,male,vegetarian,daily,electricity,private,lpg,sometimes,252,never,9395,medium,3,13,0,5,No,"['Paper', 'Glass', 'Metal']",2867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,more frequently,wood,public,,sometimes,114,never,1688,small,7,21,4,20,No,"['Plastic', 'Metal']",1341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegan,more frequently,electricity,private,diesel,often,94,rarely,2631,medium,3,8,39,5,Sometimes,"['Plastic', 'Glass', 'Metal']",1887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,male,omnivore,more frequently,wood,private,petrol,never,62,very frequently,242,small,2,17,46,11,Yes,"['Paper', 'Glass', 'Metal']",2542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,less frequently,coal,private,petrol,never,159,never,1480,small,1,3,26,6,Sometimes,['Paper'],1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,male,pescatarian,twice a day,coal,private,electric,sometimes,95,never,1695,large,2,5,27,3,Sometimes,"['Plastic', 'Glass', 'Metal']",1172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,male,omnivore,daily,natural gas,public,,sometimes,148,never,1399,medium,5,17,50,6,Sometimes,"['Paper', 'Plastic', 'Glass']",1645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,female,vegan,more frequently,coal,public,,sometimes,60,frequently,1996,extra large,3,2,12,5,Sometimes,"['Plastic', 'Metal']",2085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegetarian,more frequently,electricity,public,,often,168,rarely,1034,small,5,19,4,23,No,['Plastic'],1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,female,pescatarian,twice a day,natural gas,private,lpg,often,206,frequently,3318,medium,6,5,7,16,Sometimes,['Paper'],2531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,female,vegetarian,more frequently,electricity,walk/bicycle,,never,108,frequently,17,medium,3,10,9,19,Yes,"['Paper', 'Plastic']",1439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,female,vegetarian,more frequently,coal,private,electric,often,294,never,6631,medium,5,19,42,2,Sometimes,['Plastic'],1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,male,pescatarian,daily,wood,private,hybrid,sometimes,57,frequently,257,extra large,6,23,48,15,Sometimes,"['Paper', 'Plastic']",2725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,more frequently,natural gas,public,,sometimes,112,never,1451,small,6,21,43,21,Yes,['Plastic'],1778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,206,frequently,73,large,2,16,33,22,Yes,"['Plastic', 'Glass', 'Metal']",1709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,daily,natural gas,walk/bicycle,,often,201,rarely,97,extra large,5,12,22,9,Sometimes,"['Paper', 'Plastic', 'Metal']",1763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,female,vegan,daily,wood,walk/bicycle,,sometimes,221,never,97,large,5,22,26,4,Yes,"['Paper', 'Glass', 'Metal']",1353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,female,pescatarian,less frequently,natural gas,private,petrol,sometimes,281,frequently,1978,extra large,6,9,31,17,Sometimes,"['Glass', 'Metal']",3601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,male,omnivore,twice a day,natural gas,private,hybrid,sometimes,164,very frequently,3329,small,4,9,27,2,No,"['Paper', 'Glass']",3774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
normal,female,vegetarian,daily,natural gas,walk/bicycle,,never,107,rarely,33,small,6,2,2,21,No,[],1021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,female,omnivore,twice a day,coal,private,diesel,sometimes,275,frequently,9398,large,6,16,32,16,Yes,['Plastic'],4306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,less frequently,wood,private,diesel,never,141,never,227,small,5,23,21,10,Sometimes,['Paper'],992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,twice a day,coal,walk/bicycle,,never,214,frequently,73,large,6,2,22,7,Yes,"['Plastic', 'Glass']",2030,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,coal,public,,never,113,frequently,952,small,1,21,42,7,Sometimes,"['Plastic', 'Metal']",2401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegetarian,less frequently,wood,private,lpg,often,293,frequently,2639,extra large,5,2,8,0,Yes,['Plastic'],3080,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,female,pescatarian,daily,wood,walk/bicycle,,often,122,rarely,63,medium,2,22,13,2,No,['Glass'],1277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,female,vegan,more frequently,wood,private,electric,never,170,frequently,5928,large,3,18,27,15,Sometimes,"['Paper', 'Plastic', 'Metal']",1890,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,male,pescatarian,less frequently,electricity,public,,often,240,frequently,1045,extra large,3,11,28,12,No,"['Plastic', 'Metal']",2502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,male,pescatarian,more frequently,natural gas,private,petrol,often,180,never,1868,extra large,5,24,25,18,Sometimes,[],3292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegan,less frequently,wood,walk/bicycle,,often,106,frequently,76,large,7,4,40,21,No,[],3384,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,vegetarian,less frequently,wood,public,,sometimes,217,rarely,1012,medium,7,16,50,13,Yes,"['Paper', 'Plastic']",1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,female,vegetarian,more frequently,natural gas,public,,sometimes,216,rarely,46,extra large,6,21,29,17,No,"['Glass', 'Metal']",2222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,male,pescatarian,daily,natural gas,walk/bicycle,,sometimes,257,never,31,medium,6,18,29,20,No,"['Paper', 'Plastic', 'Glass']",1616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,less frequently,natural gas,public,,sometimes,135,rarely,107,small,6,5,41,1,Sometimes,"['Plastic', 'Metal']",1545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,female,vegetarian,daily,wood,private,hybrid,often,168,rarely,8046,large,3,0,2,2,Sometimes,"['Plastic', 'Glass', 'Metal']",2334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,male,vegan,daily,wood,walk/bicycle,,never,206,rarely,74,large,3,17,16,5,Yes,['Glass'],1273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,daily,coal,public,,never,153,rarely,1949,small,2,1,41,19,Yes,['Paper'],1864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,vegetarian,daily,coal,private,electric,often,124,very frequently,2549,large,7,10,44,15,Yes,"['Paper', 'Plastic']",2946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,pescatarian,twice a day,electricity,walk/bicycle,,never,299,very frequently,66,small,1,14,39,18,No,"['Glass', 'Metal']",2069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,male,vegan,less frequently,coal,walk/bicycle,,often,212,never,11,large,3,2,18,10,Sometimes,"['Paper', 'Glass', 'Metal']",1286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,female,vegan,twice a day,electricity,public,,sometimes,192,frequently,1219,extra large,1,6,17,23,Yes,"['Glass', 'Metal']",1503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,female,omnivore,less frequently,electricity,private,diesel,never,164,rarely,7816,extra large,4,3,10,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",3063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,male,vegan,daily,electricity,walk/bicycle,,never,211,frequently,72,small,6,21,47,13,Sometimes,"['Paper', 'Glass', 'Metal']",1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,vegan,less frequently,electricity,public,,sometimes,251,rarely,236,small,7,16,4,8,No,"['Paper', 'Glass']",806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,twice a day,coal,private,lpg,often,242,rarely,5478,medium,1,21,10,3,Sometimes,"['Paper', 'Plastic', 'Glass']",2781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,female,omnivore,daily,wood,private,petrol,sometimes,194,never,1795,extra large,5,24,37,9,Yes,"['Paper', 'Metal']",2244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,female,pescatarian,twice a day,electricity,walk/bicycle,,never,58,frequently,12,small,4,2,19,15,No,"['Paper', 'Plastic', 'Glass']",1165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,vegan,daily,coal,walk/bicycle,,sometimes,152,rarely,28,small,3,16,39,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,161,never,70,large,5,16,49,22,No,"['Paper', 'Plastic']",1539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,wood,public,,sometimes,107,frequently,1934,small,7,7,29,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,pescatarian,daily,electricity,walk/bicycle,,sometimes,151,rarely,7,extra large,4,2,7,12,Yes,"['Plastic', 'Metal']",984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,less frequently,natural gas,public,,often,244,frequently,806,large,2,20,8,15,Sometimes,"['Paper', 'Glass']",1708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,more frequently,electricity,walk/bicycle,,never,54,rarely,93,extra large,2,15,22,18,No,"['Paper', 'Metal']",908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,female,vegan,daily,coal,public,,sometimes,181,rarely,1432,small,5,10,19,0,Sometimes,['Metal'],1228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,more frequently,electricity,private,diesel,sometimes,259,rarely,5018,large,6,4,16,4,No,['Paper'],2323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegetarian,twice a day,natural gas,public,,sometimes,270,never,1425,large,4,2,26,16,Sometimes,"['Plastic', 'Glass', 'Metal']",1674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,pescatarian,less frequently,coal,walk/bicycle,,often,131,rarely,87,extra large,1,22,14,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,pescatarian,twice a day,natural gas,public,,never,160,never,1227,extra large,5,24,6,23,No,['Plastic'],1774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,daily,electricity,walk/bicycle,,sometimes,139,frequently,79,extra large,3,11,14,23,Sometimes,"['Glass', 'Metal']",1774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,73,never,93,large,6,7,3,13,Sometimes,"['Plastic', 'Glass', 'Metal']",1226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,twice a day,wood,walk/bicycle,,sometimes,161,never,37,small,5,17,41,16,No,"['Plastic', 'Glass', 'Metal']",1336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,omnivore,daily,natural gas,private,hybrid,sometimes,133,never,8908,large,2,13,10,4,Yes,['Glass'],2425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,241,never,24,small,5,1,43,20,No,['Glass'],1497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,pescatarian,daily,electricity,walk/bicycle,,sometimes,138,frequently,14,small,6,14,20,22,No,"['Plastic', 'Glass']",1446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,male,omnivore,daily,wood,public,,never,279,frequently,207,medium,2,20,40,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']",2054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,pescatarian,less frequently,coal,walk/bicycle,,never,272,never,85,large,2,8,36,16,Sometimes,"['Paper', 'Plastic', 'Metal']",1393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegetarian,twice a day,electricity,private,electric,sometimes,150,never,8805,large,7,18,24,7,Yes,"['Plastic', 'Glass']",1563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,coal,walk/bicycle,,often,78,never,97,medium,3,13,5,17,No,"['Paper', 'Glass']",1432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,daily,natural gas,walk/bicycle,,never,106,never,19,small,2,20,12,2,No,"['Plastic', 'Glass', 'Metal']",821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,male,vegetarian,twice a day,wood,private,petrol,never,192,frequently,1485,extra large,7,6,50,8,Yes,"['Plastic', 'Metal']",4086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,less frequently,coal,walk/bicycle,,often,89,very frequently,24,small,1,14,7,3,No,['Plastic'],2457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegan,more frequently,electricity,walk/bicycle,,sometimes,284,never,10,extra large,2,10,41,14,Sometimes,"['Plastic', 'Metal']",1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,vegetarian,daily,wood,public,,sometimes,272,never,486,large,4,14,37,2,No,[],2223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,daily,electricity,public,,sometimes,294,frequently,582,large,1,18,37,0,Sometimes,[],2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
obese,female,vegan,daily,natural gas,walk/bicycle,,often,126,rarely,81,medium,7,10,16,17,No,['Paper'],1753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,less frequently,wood,public,,never,185,very frequently,79,extra large,6,23,34,20,Yes,"['Paper', 'Glass', 'Metal']",3231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,male,vegan,twice a day,natural gas,public,,often,70,never,1618,large,5,18,37,20,Sometimes,"['Plastic', 'Metal']",1738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,vegan,twice a day,natural gas,public,,sometimes,73,frequently,1933,large,1,13,35,12,No,"['Paper', 'Metal']",1522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,omnivore,less frequently,natural gas,private,lpg,often,147,frequently,8463,medium,5,6,23,17,No,[],4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,male,omnivore,twice a day,electricity,walk/bicycle,,sometimes,150,never,31,small,1,2,7,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,male,vegan,more frequently,natural gas,walk/bicycle,,never,109,frequently,69,extra large,1,1,50,16,No,"['Paper', 'Plastic']",2087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,omnivore,more frequently,electricity,public,,sometimes,177,very frequently,1764,medium,1,18,29,11,Yes,"['Paper', 'Glass']",2554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegetarian,less frequently,natural gas,private,petrol,often,278,rarely,7150,small,2,17,46,4,Yes,"['Paper', 'Glass', 'Metal']",4286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,more frequently,wood,walk/bicycle,,sometimes,91,very frequently,49,medium,6,17,21,7,Yes,"['Paper', 'Plastic']",2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,female,vegetarian,daily,coal,private,hybrid,sometimes,205,frequently,3121,medium,4,17,10,22,Sometimes,['Metal'],2248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,male,vegan,more frequently,electricity,private,lpg,sometimes,166,rarely,8476,extra large,1,15,10,21,Yes,"['Paper', 'Plastic', 'Metal']",3343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,daily,natural gas,walk/bicycle,,never,147,very frequently,73,medium,3,3,21,22,Sometimes,[],2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,male,vegan,twice a day,natural gas,private,electric,never,238,frequently,7850,extra large,7,12,12,4,Yes,[],2326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,female,pescatarian,more frequently,electricity,walk/bicycle,,often,158,never,70,large,4,3,5,14,Sometimes,"['Paper', 'Glass', 'Metal']",822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,male,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,123,never,4,large,2,6,3,18,Sometimes,"['Paper', 'Glass']",1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,209,very frequently,3,small,1,14,8,11,Sometimes,"['Plastic', 'Glass']",2746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,pescatarian,daily,natural gas,walk/bicycle,,often,247,very frequently,9,medium,5,8,47,23,No,['Metal'],2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,female,pescatarian,daily,electricity,private,hybrid,never,284,very frequently,8944,large,1,9,40,19,Sometimes,['Plastic'],3422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,coal,walk/bicycle,,never,235,never,79,medium,5,7,47,1,No,"['Paper', 'Metal']",1775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obese,male,omnivore,more frequently,wood,walk/bicycle,,never,124,never,21,extra large,3,2,14,9,Yes,"['Paper', 'Glass', 'Metal']",1164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,female,vegetarian,daily,wood,public,,sometimes,226,rarely,413,medium,3,2,48,3,Yes,"['Plastic', 'Metal']",1586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,twice a day,coal,public,,often,274,rarely,789,medium,6,6,41,5,Yes,"['Glass', 'Metal']",2263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,female,vegetarian,more frequently,coal,public,,often,225,frequently,1963,small,4,22,37,2,No,"['Paper', 'Plastic']",2247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,less frequently,wood,public,,never,238,never,145,large,2,3,4,15,Yes,"['Paper', 'Glass', 'Metal']",563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,pescatarian,less frequently,natural gas,private,lpg,sometimes,221,rarely,6986,large,7,6,21,15,Yes,"['Paper', 'Glass', 'Metal']",4187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,less frequently,coal,private,hybrid,sometimes,191,rarely,1737,small,4,20,12,5,Yes,[],2121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,female,pescatarian,twice a day,coal,public,,often,260,very frequently,619,small,4,2,17,15,Sometimes,"['Paper', 'Plastic', 'Metal']",2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,often,181,never,33,large,2,18,45,22,Sometimes,"['Paper', 'Glass']",1439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,vegetarian,daily,natural gas,walk/bicycle,,often,59,frequently,7,medium,3,16,16,6,No,"['Plastic', 'Glass']",1836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obese,female,omnivore,less frequently,coal,private,electric,sometimes,164,rarely,523,small,1,4,1,24,Sometimes,['Plastic'],1491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,less frequently,natural gas,private,petrol,never,236,never,3384,small,3,24,43,4,Yes,"['Plastic', 'Glass']",2199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegan,twice a day,natural gas,private,lpg,often,67,frequently,9215,medium,3,1,34,7,Yes,['Metal'],4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,male,pescatarian,twice a day,coal,private,electric,often,66,frequently,6243,small,6,24,23,2,Yes,['Plastic'],2587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,less frequently,natural gas,public,,often,134,never,263,small,3,24,26,24,Yes,"['Plastic', 'Metal']",1434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
